Country,Donor,Sector,Year,Amount_USD,Region
Nigeria,Global Fund,I.2.b. Basic Health,2023,79.35,Sub-Saharan Africa
India,Asian Development Bank,III.1.a. Agriculture,2023,78.67,South Asia
India,Asian Development Bank,II.1. Transport & Storage,2023,78.31,South Asia
Nigeria,International Development Association,I.1.b. Basic Education,2023,78.02,Sub-Saharan Africa
Ghana,International Development Association,I.4. Water Supply & Sanitation,2023,78.02,Sub-Saharan Africa
Kenya,International Development Association,I.5.a. Government & Civil Society-general,2023,78.00,Sub-Saharan Africa
Uzbekistan,France,I.4. Water Supply & Sanitation,2023,77.85,Central Asia
Pakistan,International Development Association,VIII.3. Disaster Prevention & Preparedness,2023,77.82,South Asia
Ethiopia,United States,VIII.1. Emergency Response,2023,77.73,Sub-Saharan Africa
India,Asian Development Bank,IV.2. Other Multisector,2023,77.62,South Asia
Pakistan,Asian Development Bank,I.6. Other Social Infrastructure & Services,2023,77.03,South Asia
Nigeria,Global Fund,I.3. Population Policies/Programmes & Reproductive Health,2023,76.91,Sub-Saharan Africa
Indonesia,Asian Development Bank,"I.2.a. Health, General",2023,76.90,Southeast Asia
Indonesia,Asian Development Bank,III.1.a. Agriculture,2023,76.22,Southeast Asia
India,Germany,"II.3.b. Energy generation, renewable sources",2023,75.69,South Asia
Bangladesh,OPEC Fund for International Development,VI.1. General Budget Support,2023,75.00,South Asia
Philippines,International Bank for Reconstruction and Development,VIII.3. Disaster Prevention & Preparedness,2023,75.00,Southeast Asia
Philippines,International Bank for Reconstruction and Development,"I.1.a. Education, Level Unspecified",2023,75.00,Southeast Asia
Philippines,International Bank for Reconstruction and Development,I.5.a. Government & Civil Society-general,2023,75.00,Southeast Asia
Kenya,International Bank for Reconstruction and Development,III.1.a. Agriculture,2023,75.00,Sub-Saharan Africa
Bangladesh,United States,VIII.1. Emergency Response,2023,75.00,South Asia
India,Asian Development Bank,II.3.a. Energy Policy,2023,75.00,South Asia
India,International Finance Corporation,III.2.a. Industry,2023,75.00,South Asia
Bangladesh,Asian Infrastructure Investment Bank,II.1. Transport & Storage,2023,75.00,South Asia
India,International Finance Corporation,IX. Unallocated / Unspecified,2023,75.00,South Asia
Indonesia,International Bank for Reconstruction and Development,I.2.b. Basic Health,2023,75.00,Southeast Asia
India,United States,"I.5.b. Conflict, Peace & Security",2023,75.00,South Asia
India,United Kingdom,II.4. Banking & Financial Services,2023,74.34,South Asia
Pakistan,Asian Development Bank,"I.1.a. Education, Level Unspecified",2023,74.25,South Asia
Bangladesh,Asian Development Bank,II.1. Transport & Storage,2023,73.82,South Asia
India,Asian Development Bank,II.1. Transport & Storage,2023,73.51,South Asia
India,International Bank for Reconstruction and Development,II.4. Banking & Financial Services,2023,73.37,South Asia
India,International Finance Corporation,III.2.a. Industry,2023,73.28,South Asia
India,Asian Infrastructure Investment Bank,"II.3.b. Energy generation, renewable sources",2023,73.00,South Asia
Bangladesh,Asian Development Bank,II.1. Transport & Storage,2023,72.90,South Asia
India,Asian Development Bank,II.1. Transport & Storage,2023,72.90,South Asia
Nigeria,International Development Association,I.1.c. Secondary Education,2023,72.82,Sub-Saharan Africa
Pakistan,Germany,I.1.d. Post-Secondary Education,2023,72.47,South Asia
Bangladesh,International Development Association,II.5. Business & Other Services,2023,72.29,South Asia
Philippines,Japan,I.4. Water Supply & Sanitation,2023,72.20,Southeast Asia
Indonesia,Japan,III.1.a. Agriculture,2023,72.14,Southeast Asia
Indonesia,International Bank for Reconstruction and Development,VIII.2. Reconstruction Relief & Rehabilitation,2023,71.90,Southeast Asia
Bangladesh,Asian Development Bank,II.4. Banking & Financial Services,2023,71.50,South Asia
Bangladesh,International Development Association,IV.1. General Environment Protection,2023,71.38,South Asia
Nigeria,Global Fund,"I.2.a. Health, General",2023,71.25,Sub-Saharan Africa
Philippines,International Bank for Reconstruction and Development,III.1.c. Fishing,2023,71.13,Southeast Asia
India,Asian Development Bank,IV.2. Other Multisector,2023,70.82,South Asia
Sri Lanka,International Development Association,I.5.a. Government & Civil Society-general,2023,70.80,Other
Sri Lanka,International Development Association,III.3.a. Trade Policies & Regulations,2023,70.80,Other
India,Asian Development Bank,III.1.a. Agriculture,2023,70.20,South Asia
Nigeria,International Finance Corporation,II.4. Banking & Financial Services,2023,70.00,Sub-Saharan Africa
Indonesia,International Bank for Reconstruction and Development,I.2.b. Basic Health,2023,70.00,Southeast Asia
Indonesia,International Bank for Reconstruction and Development,"I.2.a. Health, General",2023,70.00,Southeast Asia
Myanmar,Japan,II.1. Transport & Storage,2023,69.99,Southeast Asia
Bangladesh,Asian Development Bank,IV.2. Other Multisector,2023,69.60,South Asia
Bangladesh,International Development Association,I.2.b. Basic Health,2023,69.58,South Asia
Indonesia,Germany,II.3.f. Energy distribution,2023,69.11,Southeast Asia
Kenya,International Development Association,I.5.a. Government & Civil Society-general,2023,69.00,Sub-Saharan Africa
India,Asian Development Bank,II.1. Transport & Storage,2023,68.87,South Asia
Kenya,African Development Bank,III.1.a. Agriculture,2023,68.67,Sub-Saharan Africa
India,Japan,II.1. Transport & Storage,2023,68.67,South Asia
India,International Development Association,II.4. Banking & Financial Services,2023,68.06,South Asia
Indonesia,International Bank for Reconstruction and Development,I.5.a. Government & Civil Society-general,2023,68.06,Southeast Asia
Indonesia,Japan,II.1. Transport & Storage,2023,67.32,Southeast Asia
Sri Lanka,International Development Association,I.6. Other Social Infrastructure & Services,2023,67.27,Other
Bangladesh,France,II.1. Transport & Storage,2023,67.04,South Asia
Philippines,Global Fund,I.2.b. Basic Health,2023,66.99,Southeast Asia
India,Asian Infrastructure Investment Bank,II.1. Transport & Storage,2023,66.66,South Asia
Kenya,International Development Association,I.4. Water Supply & Sanitation,2023,66.50,Sub-Saharan Africa
Kenya,United States,VIII.1. Emergency Response,2023,66.44,Sub-Saharan Africa
India,Japan,IV.2. Other Multisector,2023,66.22,South Asia
Nigeria,International Development Association,II.3.f. Energy distribution,2023,66.19,Sub-Saharan Africa
India,International Bank for Reconstruction and Development,III.1.a. Agriculture,2023,66.00,South Asia
India,Asian Infrastructure Investment Bank,"I.1.a. Education, Level Unspecified",2023,65.80,South Asia
India,Asian Development Bank,II.1. Transport & Storage,2023,65.55,South Asia
Bangladesh,Asian Development Bank,II.1. Transport & Storage,2023,65.50,South Asia
Nigeria,International Development Association,II.3.f. Energy distribution,2023,65.50,Sub-Saharan Africa
Uzbekistan,International Development Association,I.6. Other Social Infrastructure & Services,2023,65.45,Central Asia
India,Japan,I.2.c. Non-communicable diseases (NCDs),2023,65.43,South Asia
Bangladesh,Asian Development Bank,I.1.c. Secondary Education,2023,65.00,South Asia
India,Japan,II.1. Transport & Storage,2023,64.84,South Asia
Indonesia,Korea,II.5. Business & Other Services,2023,64.81,Southeast Asia
Indonesia,Japan,I.5.a. Government & Civil Society-general,2023,64.43,Southeast Asia
Sri Lanka,Asian Development Bank,II.1. Transport & Storage,2023,64.03,Other
Philippines,International Bank for Reconstruction and Development,I.1.b. Basic Education,2023,63.82,Southeast Asia
India,Japan,II.3.f. Energy distribution,2023,63.67,South Asia
India,Japan,IV.1. General Environment Protection,2023,63.62,South Asia
India,Asian Development Bank,III.2.a. Industry,2023,63.50,South Asia
Indonesia,Japan,I.4. Water Supply & Sanitation,2023,63.40,Southeast Asia
Bangladesh,Asian Development Bank,II.1. Transport & Storage,2023,63.35,South Asia
Kenya,International Development Association,I.5.a. Government & Civil Society-general,2023,63.00,Sub-Saharan Africa
Indonesia,International Bank for Reconstruction and Development,III.3.b. Tourism,2023,62.96,Southeast Asia
Bangladesh,International Development Association,I.6. Other Social Infrastructure & Services,2023,61.73,South Asia
Pakistan,International Development Association,I.6. Other Social Infrastructure & Services,2023,61.07,South Asia
Bangladesh,France,"I.2.a. Health, General",2023,60.55,South Asia
Kenya,IMF Resilience and Sustainability Trust,VI.1. General Budget Support,2023,60.34,Sub-Saharan Africa
Kenya,IMF Resilience and Sustainability Trust,VI.1. General Budget Support,2023,60.34,Sub-Saharan Africa
Kenya,IMF Resilience and Sustainability Trust,VI.1. General Budget Support,2023,60.34,Sub-Saharan Africa
Kenya,IMF Resilience and Sustainability Trust,VI.1. General Budget Support,2023,60.34,Sub-Saharan Africa
Kenya,IMF Resilience and Sustainability Trust,VI.1. General Budget Support,2023,60.34,Sub-Saharan Africa
Kenya,IMF Resilience and Sustainability Trust,VI.1. General Budget Support,2023,60.34,Sub-Saharan Africa
Kenya,IMF Resilience and Sustainability Trust,VI.1. General Budget Support,2023,60.34,Sub-Saharan Africa
Kenya,IMF Resilience and Sustainability Trust,VI.1. General Budget Support,2023,60.34,Sub-Saharan Africa
Kenya,IMF Resilience and Sustainability Trust,VI.1. General Budget Support,2023,60.34,Sub-Saharan Africa
Ghana,African Development Fund,VI.1. General Budget Support,2023,60.03,Sub-Saharan Africa
India,International Finance Corporation,II.4. Banking & Financial Services,2023,60.00,South Asia
India,Asian Development Bank,III.2.a. Industry,2023,60.00,South Asia
Indonesia,International Bank for Reconstruction and Development,I.3. Population Policies/Programmes & Reproductive Health,2023,60.00,Southeast Asia
Pakistan,Islamic Development Bank,I.2.b. Basic Health,2023,60.00,South Asia
Indonesia,Korea,II.3.a. Energy Policy,2023,60.00,Southeast Asia
Kenya,International Development Association,II.2. Communications,2023,60.00,Sub-Saharan Africa
Ghana,International Development Association,I.6. Other Social Infrastructure & Services,2023,59.91,Sub-Saharan Africa
Indonesia,Germany,VII. Action Relating to Debt,2023,59.86,Southeast Asia
Pakistan,International Development Association,I.5.a. Government & Civil Society-general,2023,59.83,South Asia
Kenya,International Development Association,VIII.3. Disaster Prevention & Preparedness,2023,59.83,Sub-Saharan Africa
Bangladesh,Asian Development Bank,II.1. Transport & Storage,2023,59.65,South Asia
Myanmar,Japan,II.3.f. Energy distribution,2023,59.46,Southeast Asia
Uzbekistan,EU Institutions,"II.3.b. Energy generation, renewable sources",2023,59.42,Central Asia
India,Asian Infrastructure Investment Bank,II.1. Transport & Storage,2023,59.37,South Asia
Indonesia,International Bank for Reconstruction and Development,VIII.3. Disaster Prevention & Preparedness,2023,59.14,Southeast Asia
Indonesia,Asian Development Bank,"II.3.b. Energy generation, renewable sources",2023,59.03,Southeast Asia
Ethiopia,International Development Association,I.6. Other Social Infrastructure & Services,2023,58.90,Sub-Saharan Africa
Nigeria,United Kingdom,II.4. Banking & Financial Services,2023,58.85,Sub-Saharan Africa
Nepal,IMF (Concessional Trust Funds),VI.1. General Budget Support,2023,58.78,South Asia
Indonesia,Islamic Development Bank,"I.2.a. Health, General",2023,58.68,Southeast Asia
Philippines,International Bank for Reconstruction and Development,IV.2. Other Multisector,2023,58.47,Southeast Asia
Kenya,IMF (Concessional Trust Funds),VI.1. General Budget Support,2023,58.19,Sub-Saharan Africa
India,Asian Development Bank,II.3.f. Energy distribution,2023,57.95,South Asia
India,Norway,"II.3.b. Energy generation, renewable sources",2023,57.92,South Asia
Bangladesh,International Development Association,II.3.a. Energy Policy,2023,57.76,South Asia
Ethiopia,United States,VIII.1. Emergency Response,2023,57.70,Sub-Saharan Africa
India,Germany,II.1. Transport & Storage,2023,57.53,South Asia
Uzbekistan,European Bank for Reconstruction and Development,II.4. Banking & Financial Services,2023,57.36,Central Asia
Ethiopia,International Development Association,I.5.a. Government & Civil Society-general,2023,57.28,Sub-Saharan Africa
Uzbekistan,Asian Development Bank,II.3.a. Energy Policy,2023,57.27,Central Asia
India,International Bank for Reconstruction and Development,"II.3.b. Energy generation, renewable sources",2023,57.18,South Asia
India,International Bank for Reconstruction and Development,I.4. Water Supply & Sanitation,2023,57.05,South Asia
Kenya,Korea,II.3.f. Energy distribution,2023,57.00,Sub-Saharan Africa
Nepal,International Development Association,I.2.b. Basic Health,2023,56.89,South Asia
Philippines,Japan,II.1. Transport & Storage,2023,56.26,Southeast Asia
India,International Finance Corporation,"II.3.b. Energy generation, renewable sources",2023,56.09,South Asia
India,International Bank for Reconstruction and Development,VIII.3. Disaster Prevention & Preparedness,2023,55.87,South Asia
Philippines,Asian Development Bank,III.1.a. Agriculture,2023,55.00,Southeast Asia
Bangladesh,Asian Development Bank,II.4. Banking & Financial Services,2023,55.00,South Asia
Uzbekistan,International Bank for Reconstruction and Development,IV.1. General Environment Protection,2023,54.54,Central Asia
India,International Bank for Reconstruction and Development,I.4. Water Supply & Sanitation,2023,54.41,South Asia
Sri Lanka,International Bank for Reconstruction and Development,VIII.3. Disaster Prevention & Preparedness,2023,54.18,Other
India,EU Institutions,II.1. Transport & Storage,2023,54.07,South Asia
India,France,IV.2. Other Multisector,2023,54.07,South Asia
Uzbekistan,Asian Development Bank,II.1. Transport & Storage,2023,54.06,Central Asia
Indonesia,Global Fund,I.2.b. Basic Health,2023,53.60,Southeast Asia
Myanmar,Japan,II.1. Transport & Storage,2023,53.45,Southeast Asia
